age,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,risk_level,stress_level_ord,gender_Male,gender_Other,reward_app_share
30,9.77,0.99,1.17,1.28,8.84,240,135,High,2,0,0,0.22108493131167545
24,3.58,2.13,2.32,2.45,8.81,33,27,Low,2,0,1,1.2430164125652476
29,5.75,1.58,1.26,5.51,5.64,227,129,Low,2,0,0,0.4939129575803552
20,3.34,4.81,0.1,3.36,5.22,102,29,High,0,0,1,1.4700594401019638
27,6.98,1.33,0.79,0.53,5.83,145,30,Low,0,0,0,0.30372488485316834
23,6.02,5.49,0.81,4.12,5.35,210,38,Moderate,0,0,1,1.0465114540678648
29,5.69,0.88,1.48,4.23,4.93,83,129,Low,1,0,1,0.4147626687587576
21,7.01,3.87,0.85,5.16,7.84,178,176,Moderate,0,0,1,0.6733237270579562
29,6.91,1.1,3.25,4.8,8.74,92,113,Moderate,1,0,0,0.6295223401559565
32,8.0,2.46,0.68,5.44,7.0,110,29,Low,0,0,1,0.39249995093750617
22,6.21,5.36,3.52,3.68,5.27,130,45,High,2,1,0,1.4299514605553205
26,5.15,4.22,0.61,4.26,5.13,83,62,High,2,0,1,0.9378638955604085
21,7.83,5.8,3.44,3.6,8.34,29,104,High,0,1,0,1.1800764776402966
18,11.74,3.19,3.56,4.54,6.94,227,28,Moderate,2,1,0,0.574957361587959
31,8.74,3.05,1.61,1.28,7.6,36,163,High,0,1,0,0.533180717027378
33,10.93,3.68,0.14,2.45,6.68,214,93,Moderate,2,0,0,0.3494967658282923
21,11.01,1.86,1.82,2.89,5.43,184,93,High,2,0,0,0.33424156818877676
33,6.82,2.23,3.66,3.94,7.03,66,119,Low,2,1,0,0.8636362370034844
26,11.53,3.19,0.17,4.22,7.36,40,161,High,0,0,0,0.2914136781080939
28,9.15,5.87,3.7,1.96,7.58,98,63,Moderate,1,1,0,1.0459015250380848
34,7.0,4.96,2.19,4.03,7.87,28,105,Moderate,2,0,0,1.021428425510225
18,4.44,1.97,3.46,2.85,5.58,84,70,Low,2,1,0,1.2229726975286714
20,7.73,1.95,1.15,1.54,8.37,143,45,Moderate,2,1,0,0.40103487696832113
20,3.98,5.99,1.85,5.59,5.27,133,67,Moderate,2,0,1,1.9698487512942835
29,5.81,2.04,3.86,5.62,8.07,126,93,Low,0,0,0,1.0154903587796285
34,7.8,3.76,1.62,1.77,7.37,24,18,Low,2,0,1,0.6897435013149357
24,3.41,2.14,2.67,3.11,7.81,247,41,Low,1,0,1,1.4105567710977212
26,11.07,3.3,2.48,4.63,7.52,92,87,Moderate,2,0,0,0.5221318408191652
20,7.21,1.94,1.51,5.6,8.15,137,70,Low,1,0,0,0.47850201407739057
24,9.21,3.34,0.76,5.51,7.93,170,66,High,0,1,0,0.44516824699584717
25,3.03,5.44,2.1,4.56,5.75,48,35,High,1,0,1,2.488448023614514
23,9.53,1.59,2.76,2.74,8.14,72,74,Moderate,1,0,1,0.4564532574550622
33,10.29,4.8,0.41,0.91,6.05,73,163,Moderate,2,1,0,0.5063167632345226
20,4.8,3.18,1.63,4.08,5.6,99,33,Low,1,1,0,1.0020831245660158
22,7.6,2.2,3.98,3.1,6.36,196,79,Moderate,0,0,1,0.8131577877423963
18,5.23,0.98,1.92,0.91,6.89,191,77,Low,2,0,1,0.5544932018177433
25,11.48,5.98,3.11,5.41,8.84,222,62,High,2,0,0,0.7918117777167442
29,5.25,2.24,3.31,2.82,6.82,58,77,Low,0,1,0,1.0571426557823513
27,10.33,2.78,3.44,0.97,6.44,247,55,High,0,0,1,0.6021296609748634
18,3.58,3.67,1.54,0.71,4.88,200,34,Low,2,0,0,1.4553068560595372
32,3.95,5.91,3.46,0.7,7.03,213,122,High,2,0,1,2.3721512981895447
28,6.62,1.68,1.79,4.06,7.0,199,32,Moderate,0,0,0,0.524169105110407
31,3.23,2.79,3.03,3.86,7.43,104,178,Low,0,0,0,1.8018570272888461
29,9.95,2.1,2.79,3.77,5.63,76,121,Moderate,2,0,0,0.4914572370394738
29,6.75,0.97,3.44,2.0,5.5,143,130,Low,1,0,1,0.6533332365432242
26,11.68,3.28,1.66,3.45,7.57,225,146,High,0,0,0,0.42294516926839304
35,10.89,5.47,0.76,3.91,8.95,29,87,Moderate,1,1,0,0.5720844286423848
29,10.49,2.64,2.56,1.35,8.94,227,147,High,1,1,0,0.4957101529351618
18,11.66,2.91,1.64,4.7,7.15,20,72,High,2,1,0,0.3902229510958018
33,5.3,3.94,1.75,5.41,6.97,22,146,Low,1,1,0,1.0735847030972256
34,6.72,5.19,2.46,3.76,8.63,20,141,Moderate,2,0,1,1.1383926877391835
20,5.11,3.92,0.13,4.22,8.07,170,89,Low,0,0,0,0.7925634456823002
32,6.28,2.26,1.21,2.58,7.36,162,33,Low,2,0,0,0.552547682715337
30,3.53,5.39,3.96,3.13,6.86,180,87,Moderate,2,1,0,2.648724462117716
31,11.35,5.05,1.63,5.86,7.53,37,102,High,0,0,0,0.5885462036523169
18,10.24,1.4,1.17,2.56,7.2,199,166,Moderate,0,1,0,0.25097653799057246
30,10.8,5.86,1.31,2.33,8.06,87,115,High,1,1,0,0.6638888274177012
31,3.19,1.57,3.48,3.51,8.16,99,170,Low,1,0,1,1.5830716040527886
19,7.92,4.8,3.75,4.97,5.02,139,96,Moderate,0,0,0,1.0795453182392276
18,4.74,5.9,3.75,3.4,5.67,46,50,Moderate,1,0,0,2.0358645493956646
19,10.79,1.37,2.97,3.84,8.46,173,180,Moderate,1,0,1,0.4022242444648523
23,3.76,1.59,3.97,4.42,5.99,132,170,Low,0,1,0,1.4787230109779228
28,6.61,4.8,3.41,3.56,5.09,83,29,High,0,0,0,1.2420573007477609
34,11.78,2.93,0.29,4.25,4.99,221,28,High,0,0,0,0.27334462874833376
33,11.59,5.98,2.42,4.92,7.45,184,66,High,2,0,1,0.724762663954904
30,7.31,3.07,2.36,3.09,5.98,135,164,Moderate,0,0,0,0.7428179558388569
26,9.03,5.57,2.15,3.94,7.59,250,91,High,2,0,1,0.8549279230423121
32,6.63,2.03,0.48,4.21,6.24,89,154,Low,2,0,1,0.3785821450102345
33,7.66,1.78,3.65,5.93,5.84,158,76,Low,0,0,1,0.7088771920525858
27,10.11,1.93,1.12,3.02,6.54,112,91,High,2,0,1,0.30168147362201053
31,3.57,3.81,1.01,5.05,5.23,141,85,Low,1,0,1,1.3501396778320232
25,8.5,5.62,1.53,0.54,6.52,63,158,High,0,0,0,0.8411763716263093
34,11.55,3.85,0.46,5.47,7.02,185,110,Moderate,1,0,1,0.3731601408519359
33,6.22,1.08,2.3,4.2,5.47,225,168,Moderate,1,0,1,0.5434082727639433
33,9.22,2.17,2.71,2.67,5.6,215,137,Moderate,0,0,0,0.5292841074529168
31,9.58,4.54,3.4,2.76,6.32,79,72,Moderate,1,1,0,0.8288099343622198
18,11.45,1.28,3.2,1.21,7.58,177,147,High,0,0,0,0.39126634137411875
29,10.28,2.02,1.95,0.67,5.91,120,91,High,0,0,0,0.3861867328612128
21,4.19,4.09,1.52,0.77,6.93,28,34,High,2,0,1,1.3389018284243843
23,7.79,5.54,3.16,3.74,8.2,110,78,High,1,0,1,1.1168162879568306
29,6.59,2.84,1.68,0.72,8.67,173,58,Moderate,0,1,0,0.6858876045694074
27,3.13,2.0,3.81,5.6,7.37,103,146,Low,2,0,0,1.8562294389043328
34,6.76,5.15,2.61,1.46,6.52,206,161,Moderate,0,1,0,1.147928824270884
28,6.92,5.13,1.24,1.35,4.92,88,80,High,1,1,0,0.9205200981907372
31,10.82,4.45,3.78,5.36,8.29,203,108,Moderate,1,1,0,0.7606283955056936
24,3.7,2.19,2.55,5.66,8.96,247,77,Low,2,1,0,1.2810807348430446
24,5.3,6.0,1.48,5.41,6.13,129,31,Moderate,2,0,1,1.4113204884300967
26,9.64,2.76,2.7,2.9,5.86,33,34,Moderate,2,0,0,0.5663899827396284
24,10.45,5.9,1.36,4.98,5.68,66,102,High,1,0,1,0.6947367756232752
18,7.47,5.94,0.34,4.67,8.02,149,87,Moderate,1,1,0,0.840696005261579
26,9.97,3.05,1.09,0.99,8.41,101,19,High,2,1,0,0.41524569556211677
29,9.04,2.23,1.08,4.42,4.85,35,117,Moderate,2,1,0,0.36615040197451315
29,9.94,3.0,2.56,1.36,5.57,20,74,High,2,0,0,0.5593560805476782
25,11.69,3.78,1.0,5.41,7.91,160,19,Moderate,1,0,1,0.40889645775051686
23,10.02,4.52,0.84,3.66,8.7,32,135,High,0,0,1,0.5349300863343227
24,8.24,5.17,0.96,1.99,7.79,181,68,High,2,1,0,0.743931948551948
18,11.04,4.25,3.08,2.52,6.06,205,112,High,2,0,0,0.6639492152219915
30,10.17,4.53,1.77,4.3,8.25,227,73,Moderate,2,1,0,0.6194689656372699
18,8.21,2.43,3.88,3.28,6.09,133,155,High,0,0,0,0.7685748150335183
23,9.53,5.07,0.97,2.95,5.39,194,33,High,2,0,1,0.633787971270937
34,5.63,4.66,2.54,4.52,8.25,212,89,High,1,0,1,1.2788630055305497
30,8.76,0.52,0.84,1.36,4.95,156,178,High,1,1,0,0.15525112382978037
35,10.84,4.15,0.14,2.38,8.92,52,26,High,2,0,0,0.39575642105568076
24,8.23,3.98,3.3,5.56,5.63,146,63,High,0,0,1,0.8845685437948306
26,10.42,4.78,0.05,3.13,7.36,166,138,Moderate,2,1,0,0.46353162538084214
23,3.52,1.58,1.59,5.5,7.25,186,33,Low,2,0,0,0.900567925975021
20,11.81,4.77,1.57,4.14,5.74,36,22,High,2,1,0,0.5368331467541789
32,6.07,2.52,3.95,4.39,6.95,47,64,Moderate,0,1,0,1.0658976827186684
34,4.99,1.0,0.63,3.63,4.71,234,141,Low,2,0,1,0.32665324115165506
26,4.9,0.71,1.51,4.92,5.17,239,75,Low,1,1,0,0.4530611320283403
27,6.44,4.57,3.94,3.11,4.67,32,115,High,1,0,0,1.3214283662378312
34,7.78,3.9,0.29,1.17,5.03,35,132,Moderate,2,0,0,0.5385603420873596
35,9.48,4.5,2.62,3.01,7.81,216,115,High,2,0,1,0.7510547730954881
29,7.09,2.51,2.37,5.38,8.13,77,117,Moderate,2,0,0,0.6882932738655467
20,10.5,0.61,2.33,3.9,7.28,234,175,High,1,0,0,0.27999997333333587
23,4.95,0.74,0.02,2.24,5.46,87,69,Low,2,0,0,0.15353532251811666
19,3.02,1.35,3.81,3.08,6.02,134,103,Low,2,0,1,1.7086087057587067
20,11.54,1.66,0.56,0.94,6.62,229,51,Moderate,2,1,0,0.1923743334164356
29,7.56,0.99,3.21,1.46,6.25,77,78,Moderate,2,0,1,0.5555554820693808
18,7.82,4.3,2.85,5.34,4.86,62,109,Moderate,1,1,0,0.9143221337183972
30,11.83,4.25,3.12,5.57,5.07,45,49,Moderate,2,1,0,0.6229923395610871
34,11.1,5.81,3.4,5.3,9.0,250,124,Moderate,1,0,0,0.8297296549793104
22,11.39,3.16,3.31,2.98,4.83,135,16,High,2,0,0,0.5680420923580253
31,11.93,5.07,0.4,3.1,5.56,243,170,Moderate,1,0,1,0.45850792468500223
32,5.63,1.52,0.69,3.03,8.66,157,164,Low,2,1,0,0.39253989475312706
29,3.8,3.95,1.54,1.74,5.22,191,78,Low,2,0,0,1.4447364619114575
18,10.94,2.44,2.59,0.84,6.48,185,34,Moderate,0,1,0,0.4597805795447368
25,3.52,2.19,3.64,1.33,7.73,127,34,Low,1,1,0,1.6562495294745654
34,9.96,1.0,0.5,4.66,7.58,168,19,High,2,0,1,0.15060239451783186
31,6.58,4.14,3.17,1.56,8.87,167,151,High,0,1,0,1.1109420804039392
26,10.34,1.63,1.0,2.89,4.78,153,142,High,2,0,0,0.25435200634893557
22,5.65,4.36,0.38,2.83,6.24,44,152,Moderate,1,0,1,0.8389379046127602
31,5.57,2.16,2.41,1.61,6.26,80,92,Low,0,1,0,0.8204666390544634
31,9.05,3.58,2.36,3.56,6.07,154,54,Moderate,1,1,0,0.6563535186349703
21,10.75,1.53,2.08,1.22,7.96,235,158,Moderate,1,0,0,0.3358139222498677
18,5.3,1.07,1.77,5.27,5.64,139,123,Low,0,0,0,0.5358489555001971
30,7.64,2.32,3.05,2.77,5.3,142,109,Moderate,0,0,1,0.7028794891518992
22,8.66,2.13,1.04,3.0,7.7,233,98,High,0,0,0,0.3660507660449462
28,9.38,5.75,1.94,2.81,6.91,152,91,Moderate,2,1,0,0.8198293369051879
32,6.92,3.22,3.09,1.58,7.23,158,60,Moderate,0,1,0,0.9118495792124887
27,10.43,4.92,2.16,1.15,8.43,189,63,Moderate,0,0,0,0.6788110566815863
31,9.3,2.44,1.63,4.94,4.94,185,163,High,0,0,1,0.4376343615446923
32,10.78,3.62,2.64,5.38,7.33,232,162,High,2,0,1,0.5807049554077036
26,5.54,5.91,2.84,4.21,5.11,141,33,Moderate,1,0,0,1.5794220975772386
30,8.82,5.98,0.78,5.09,4.52,171,39,High,1,0,1,0.7664398223991132
26,3.13,3.39,2.63,0.66,8.11,244,152,Low,0,0,0,1.9233220692261759
26,10.45,3.83,3.06,2.29,7.87,28,54,High,0,0,0,0.6593300804468823
28,4.14,2.79,1.28,2.99,5.08,23,58,Low,1,1,0,0.9830915499778866
31,3.39,0.57,0.03,3.69,4.62,242,45,Low,2,0,1,0.17699109823271436
25,3.0,2.33,0.78,3.46,6.96,121,149,Low,2,1,0,1.0366663211112264
24,3.09,0.89,3.94,3.48,8.55,128,161,Low,0,0,0,1.563106290256864
30,4.51,2.51,0.28,5.18,7.64,168,158,Low,0,0,1,0.6186251399944257
22,8.58,1.42,3.29,3.77,8.32,59,158,High,1,0,1,0.5489509849707477
23,9.33,2.65,2.24,4.74,7.37,158,139,High,1,0,1,0.5241156994516937
20,3.48,1.27,3.1,1.76,5.58,112,149,Low,1,0,0,1.2557467655900099
30,8.89,4.06,3.26,1.04,6.46,189,168,High,1,1,0,0.8233969827449963
18,9.28,1.32,1.64,2.0,7.13,191,29,Moderate,2,0,0,0.31896548287009885
32,8.1,3.95,0.63,0.73,6.59,219,145,High,2,0,0,0.5654320289590089
26,11.3,0.94,0.28,5.74,8.81,141,175,High,1,0,1,0.1079645922155228
33,5.43,1.92,3.37,3.67,5.28,67,156,Low,2,0,1,0.9742171318200494
35,10.56,5.89,1.97,1.52,4.6,34,157,High,0,1,0,0.7443181113335121
20,8.13,3.24,3.46,5.8,7.46,102,129,High,0,0,0,0.824108139716096
29,10.86,2.82,0.1,4.28,5.71,229,168,High,0,0,1,0.2688765866596145
35,4.0,4.79,1.52,1.34,7.67,95,173,High,2,0,1,1.5774996056250987
19,3.04,5.85,1.38,3.65,4.68,249,129,High,1,1,0,2.3782886913524037
29,10.28,3.1,1.94,1.38,5.79,142,139,Moderate,1,0,1,0.4902723258489956
35,4.91,2.92,2.68,3.82,8.75,44,29,Low,2,0,0,1.1405292992812017
32,5.77,4.74,0.32,0.58,5.69,218,49,Moderate,0,1,0,0.8769495880503315
28,10.03,3.6,3.5,3.01,5.47,218,125,High,2,0,0,0.7078763003114358
29,11.62,2.48,1.43,1.26,6.79,162,97,Moderate,2,0,1,0.3364887834347003
31,9.86,1.97,3.87,3.12,5.26,122,94,Moderate,2,1,0,0.5922920291793075
19,3.46,1.47,1.41,2.73,5.69,237,78,Low,1,0,1,0.8323697016272538
26,8.72,5.87,1.14,3.0,5.79,50,94,Moderate,1,1,0,0.8038989903785562
33,3.36,3.82,1.34,1.08,4.8,46,166,Low,0,0,0,1.5357138286565986
29,5.93,2.04,0.71,3.38,4.96,68,78,Low,2,1,0,0.46374359801962933
32,10.62,5.4,2.88,0.95,4.53,47,111,Moderate,1,0,0,0.7796609435347513
19,10.47,3.5,3.89,5.26,6.84,174,54,High,1,0,1,0.7058261025954057
26,7.23,5.99,0.82,4.0,7.99,119,147,Moderate,0,0,0,0.9419085834151337
20,9.31,3.4,1.92,3.03,5.88,206,95,Moderate,0,1,0,0.5714285100506434
31,8.71,1.39,0.27,4.32,8.27,208,24,Moderate,0,0,1,0.1905855119878861
20,4.21,2.81,1.48,4.33,6.71,35,50,Low,2,0,1,1.01900213325365
29,7.84,5.83,1.77,3.65,6.18,242,39,Moderate,1,1,0,0.9693876314556592
33,7.67,2.98,0.84,4.8,7.63,81,104,Low,1,0,1,0.49804426361874005
25,9.88,5.94,1.31,4.44,5.41,227,109,High,0,0,0,0.7338055937443732
28,10.53,0.93,0.41,2.61,5.31,199,134,Moderate,0,0,0,0.1272554485037561
22,7.63,2.76,0.54,4.35,5.19,45,133,Low,0,1,0,0.43250321985541024
30,3.03,3.97,1.94,1.78,5.84,73,68,Low,1,0,1,1.9504944057774238
30,11.73,1.64,2.9,2.69,4.83,123,178,Moderate,2,1,0,0.38704174023514576
28,4.36,2.48,2.89,0.98,7.55,206,73,Low,0,0,1,1.2316510936580058
24,9.02,5.58,1.46,1.95,7.85,188,94,Moderate,0,0,1,0.780487718349477
22,10.4,5.95,1.34,4.1,5.19,63,80,Moderate,1,1,0,0.7009614710613971
30,11.05,5.79,3.97,3.87,4.52,113,150,High,0,0,1,0.8832578386192002
23,4.77,0.78,1.97,4.64,6.38,223,72,Low,1,1,0,0.576519795278869
34,6.34,3.55,2.1,1.35,5.67,73,171,Moderate,1,0,1,0.8911670518663957
35,3.38,5.31,2.87,3.19,8.82,231,66,Moderate,0,0,0,2.420117627184134
30,3.01,4.21,0.04,1.89,8.48,114,21,High,1,0,0,1.411959663800776
30,6.12,2.28,2.38,3.87,8.85,29,180,Moderate,2,0,1,0.7614377840787935
22,4.47,1.43,0.73,1.89,4.58,122,76,Low,2,0,0,0.48322136840685276
33,10.54,1.05,3.39,2.6,5.59,171,35,Moderate,0,1,0,0.42125233194949424
22,7.93,1.1,3.26,1.69,6.99,193,45,Moderate,2,0,0,0.5498107755598013
27,4.23,1.94,2.38,1.44,5.58,58,74,Low,2,1,0,1.0212763543081904
21,4.72,2.96,3.75,1.44,7.47,61,82,Low,1,0,1,1.421609868302994
21,9.43,1.78,0.92,1.39,5.95,117,44,Moderate,1,0,1,0.28632022414419683
26,11.05,4.33,1.1,4.54,8.1,93,29,High,2,0,1,0.49140267046129676
29,4.94,0.88,1.1,3.54,4.5,139,25,Low,1,0,0,0.4008096354636365
19,4.16,5.72,3.64,4.47,6.0,140,56,High,1,1,0,2.249999459134745
22,5.62,4.96,2.67,3.65,7.68,241,131,High,2,1,0,1.3576510039766896
34,4.41,2.04,0.66,1.38,5.34,61,150,Low,0,0,1,0.6122447591281726
28,4.59,1.4,1.35,5.97,6.23,144,22,Low,2,0,1,0.5991284097759456
21,11.99,2.15,0.69,2.36,5.22,171,54,High,1,0,1,0.23686403362268277
18,7.7,5.03,2.27,3.66,5.52,243,179,Moderate,1,0,1,0.9480518249283345
24,4.77,5.75,1.11,2.44,5.39,107,156,Moderate,2,0,1,1.4381548347683786
34,7.02,4.04,2.33,4.83,4.86,226,171,High,0,0,0,0.9074072781471114
35,7.34,3.64,0.24,4.35,5.33,227,137,Low,0,1,0,0.5286102822056836
33,3.04,2.82,3.55,3.57,7.21,97,143,Low,1,0,0,2.0953940475677473
29,4.51,3.91,1.08,1.87,6.15,185,112,Low,0,0,1,1.1064299098825034
22,7.12,5.66,3.74,0.5,5.28,229,48,Moderate,1,1,0,1.3202245336763296
19,11.03,5.31,1.42,2.76,7.44,38,51,High,1,0,1,0.6101540697956419
34,3.24,4.06,2.28,1.96,4.72,100,160,Moderate,1,1,0,1.9567895195094074
31,10.39,1.44,1.16,4.71,7.92,203,54,Moderate,1,1,0,0.25024059189214704
31,8.71,2.12,0.88,5.28,7.63,249,68,High,1,1,0,0.3444316481708785
21,3.39,0.86,2.7,5.65,6.9,186,22,Low,2,0,1,1.0501471828474387
20,9.73,1.52,3.97,1.4,8.37,122,85,High,1,1,0,0.5642342688351214
31,6.94,3.94,1.53,2.05,6.78,180,74,Moderate,2,0,1,0.7881843244691175
20,9.61,4.52,2.93,1.1,5.82,234,89,High,0,0,1,0.7752340504439074
27,11.48,1.08,2.96,3.15,7.72,187,20,Moderate,1,0,1,0.3519163456518863
19,6.95,4.34,2.75,4.53,8.13,165,59,Moderate,1,0,1,1.0201437381088145
31,5.6,5.38,0.34,0.9,6.56,191,85,Moderate,0,0,0,1.0214283890306448
29,10.07,1.69,1.46,3.37,6.55,101,24,High,0,0,0,0.312810296642473
21,5.41,1.96,0.91,5.65,5.99,25,160,Low,1,0,0,0.5304989777266215
19,9.17,0.86,3.11,3.47,5.02,105,46,Moderate,2,0,1,0.43293343152307184
33,10.61,1.91,3.01,3.89,5.68,29,115,Moderate,1,0,1,0.463713434145765
26,11.58,5.3,0.75,2.25,5.47,237,24,Moderate,1,1,0,0.5224524592009966
18,6.95,2.27,0.13,4.06,5.88,228,60,Low,0,0,1,0.34532369132033214
31,9.07,1.21,3.06,1.77,5.56,29,40,Moderate,2,0,1,0.47078274853552937
21,11.5,4.38,1.08,0.82,8.15,176,144,Moderate,2,0,1,0.4747825674102116
22,8.96,5.15,2.57,3.34,6.51,250,93,Moderate,1,0,0,0.8616070466956421
26,8.72,2.14,1.32,0.74,6.32,86,180,High,0,0,0,0.39678894532236864
26,7.94,5.33,0.15,0.89,7.95,164,178,Moderate,2,0,0,0.690176235494177
24,3.17,2.84,1.88,3.9,5.55,118,131,Low,0,1,0,1.488958520833274
34,9.22,1.24,3.84,3.27,8.07,182,106,Moderate,2,0,1,0.5509760790698396
21,11.94,3.0,0.71,3.59,7.52,222,125,Moderate,2,1,0,0.31072024198322934
20,7.02,5.86,0.6,4.96,5.96,49,50,High,1,0,1,0.9202277891413406
31,9.98,5.88,3.4,0.61,5.72,192,76,High,2,0,0,0.9298596262665705
33,4.95,2.77,3.1,2.8,8.5,72,70,Low,2,0,0,1.185858346291243
30,9.32,4.04,1.97,0.55,7.72,110,20,High,0,1,0,0.6448497162178416
19,7.94,0.74,2.5,1.53,4.72,201,166,Moderate,0,0,0,0.40806040200750604
27,5.8,0.93,2.3,2.08,4.8,52,81,Low,0,0,0,0.5568964557075077
18,9.29,3.78,3.01,3.71,8.86,132,117,High,0,0,1,0.7308933551245044
35,4.89,3.21,1.05,0.58,5.1,43,130,Low,2,0,0,0.8711654660193321
31,6.95,2.54,3.88,5.98,8.06,91,63,Low,1,0,0,0.9237408742818886
32,6.19,5.67,3.44,5.41,7.29,33,152,Moderate,2,1,0,1.4717283567482458
19,4.92,3.23,2.22,2.93,6.12,121,135,Low,0,0,0,1.1077233520887495
25,5.33,4.34,3.91,2.06,7.19,54,142,Moderate,0,0,0,1.547842111099041
35,3.4,5.05,0.1,3.21,4.9,20,44,Moderate,2,0,1,1.514705436851342
22,10.62,1.91,0.39,4.73,4.54,195,172,High,1,0,1,0.21657248431520865
34,7.81,4.88,0.46,2.7,4.88,24,142,High,1,0,1,0.6837387088682831
19,5.53,4.81,1.16,4.19,8.51,122,34,Moderate,2,0,1,1.0795658083967796
23,11.87,4.29,3.53,1.23,4.97,107,83,High,0,1,0,0.6588036513223546
23,7.71,2.16,3.18,2.46,5.99,56,38,Moderate,2,0,1,0.692606914058766
34,10.27,5.47,3.49,3.94,8.54,237,64,High,1,1,0,0.872443926733795
20,7.79,1.47,2.16,3.56,6.35,220,178,Low,1,0,1,0.4659819684233673
32,11.14,2.58,2.58,0.7,8.86,35,146,High,1,0,1,0.4631956496233708
27,6.99,4.65,0.42,4.43,7.44,66,161,Moderate,0,0,1,0.7253217846463828
33,7.83,4.88,0.63,1.61,6.3,188,35,High,0,0,0,0.703703613830956
30,9.62,5.01,3.73,2.75,4.9,116,124,Moderate,2,0,1,0.9085238140827637
27,4.16,2.53,1.69,3.54,7.9,75,157,Low,1,0,1,1.0144228330714342
27,8.63,0.6,0.93,3.66,6.3,154,65,Moderate,1,0,1,0.17728850784605935
21,11.99,2.12,2.12,5.98,5.12,202,118,Moderate,0,1,0,0.35362799385921656
29,8.97,1.61,1.92,3.06,7.2,46,173,High,1,1,0,0.3935339583574183
20,6.23,3.34,3.06,4.91,8.6,81,85,Low,0,0,1,1.0272871545285467
26,6.12,4.64,2.03,1.6,6.73,153,42,Moderate,1,0,0,1.089869102962565
18,7.12,5.53,0.89,5.14,4.71,71,167,Moderate,2,0,0,0.9016852666172378
34,6.85,2.96,1.33,0.5,8.0,68,96,Low,2,0,1,0.6262772808354334
25,6.53,2.99,0.87,2.64,5.71,84,135,Moderate,1,0,1,0.5911178267813435
25,4.35,2.24,1.66,0.85,5.74,245,55,Low,1,0,0,0.8965515180341339
35,6.08,2.94,0.65,2.97,6.13,146,136,Moderate,1,0,0,0.5904604292005873
18,3.72,4.18,3.06,3.78,5.88,249,30,High,2,0,0,1.9462360359580548
34,10.11,5.48,2.71,5.6,7.45,129,47,High,0,0,0,0.8100889406440219
30,5.96,0.5,0.9,5.66,6.62,51,87,Low,0,0,1,0.23489928944642793
18,10.02,3.42,3.13,2.8,6.1,228,180,Moderate,1,0,1,0.6536925495316818
30,7.31,2.64,1.82,4.69,6.03,231,81,Moderate,1,0,0,0.6101230355508843
29,5.96,2.7,1.19,5.67,5.32,32,163,Low,0,0,0,0.6526844542475748
33,10.79,2.47,3.51,4.34,7.25,216,17,High,2,0,1,0.5542168161059485
23,10.51,0.84,3.43,3.31,5.99,205,52,Moderate,2,0,0,0.4062796949305714
34,5.1,4.08,2.59,1.97,4.61,230,164,Moderate,2,0,1,1.3078428808151215
28,5.8,5.3,0.71,2.04,5.2,249,81,High,2,0,1,1.0362067178953935
31,7.64,2.62,2.9,3.95,7.7,162,177,Moderate,2,1,0,0.7225129944354719
26,11.44,1.46,0.66,2.92,6.59,48,104,High,1,0,1,0.18531466911585062
20,6.07,2.74,3.36,2.72,4.79,145,69,Low,1,0,1,1.0049421738151278
34,9.5,1.59,1.17,4.34,8.92,39,160,High,0,0,0,0.29052628520775947
21,6.82,2.21,2.7,2.68,7.76,153,162,Moderate,1,1,0,0.7199412434103748
20,7.52,1.49,1.86,5.86,7.33,52,80,Moderate,2,1,0,0.44547866416507126
32,3.92,5.13,0.37,1.97,7.5,111,132,High,1,0,1,1.4030608665661055
23,4.73,2.23,0.61,3.27,8.91,26,173,Low,0,1,0,0.6004227060417111
26,6.07,1.21,1.14,5.08,8.18,44,31,Low,1,1,0,0.3871498538468115
35,4.02,3.61,0.34,1.01,7.22,20,130,Low,1,0,1,0.9825868202520348
31,11.78,3.83,3.31,1.14,4.94,237,115,Moderate,1,0,1,0.6061120028767402
24,4.74,5.39,0.65,2.27,4.54,77,107,Moderate,2,1,0,1.2742613345440221
21,4.44,5.71,2.79,2.98,7.96,172,32,High,2,0,0,1.9144139832400937
19,5.09,4.37,1.92,2.48,6.9,205,47,Moderate,0,1,0,1.235756142287595
26,10.21,1.69,1.23,2.64,8.61,69,116,High,2,0,1,0.28599409539724824
31,5.12,3.98,3.33,5.91,5.9,99,163,Low,0,1,0,1.4277340961456844
22,10.06,5.23,3.05,3.6,7.35,116,20,Moderate,2,0,1,0.8230615484034247
22,9.81,0.99,3.32,1.96,5.68,74,179,Moderate,2,0,0,0.43934755969953515
33,7.87,1.43,2.3,4.56,6.76,54,45,Low,0,0,1,0.4739516551522674
34,4.73,4.66,3.89,5.34,8.63,46,109,High,2,0,0,1.8076106114988135
33,11.86,0.93,2.24,4.64,7.75,119,146,High,0,0,1,0.2672849690316216
18,3.06,5.85,2.73,4.33,8.42,153,19,Moderate,2,0,0,2.8039206523135123
24,11.26,2.79,3.66,3.21,5.38,46,42,High,1,0,1,0.572824105433028
22,8.2,4.67,1.9,4.54,4.98,117,174,Moderate,0,0,0,0.8012194144854374
27,3.59,4.04,1.27,4.35,5.08,235,109,High,1,1,0,1.4791082230896315
18,11.01,5.93,1.68,3.36,4.98,41,102,High,2,1,0,0.6911897646512476
