Age,Income_USD,Daily_Screen_Time_Hours,Phone_Unlocks_Per_Day,Social_Media_Usage_Hours,Gaming_Usage_Hours,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Stress_Level,Time_Spent_With_Family_Hours,Online_Shopping_Hours,Has_Screen_Time_Management_App,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score,risk_level,Education_Level_ord,Gender_Male,Gender_Other,Urban_Urban,reward_app_share
24,6637.53,8.27,116.0,1.39,1.1,3.24,1.45,0.02,6.93,0.6,40.89,2.11,0.8,1,37.72,0,19.0,92.0,76.67,Low,3,1,0,1,0.6928656961468326
27,57904.4,3.6,88.0,2.69,1.11,1.41,1.38,1.03,7.15,1.01,27.64,2.37,0.06,0,38.07,1,11.0,50.0,71.18,High,1,0,0,0,1.4472218202161609
24,28842.89,6.0,19.0,1.31,1.02,3.42,1.32,1.05,7.0,1.38,2.0,0.6,1.1,0,26.34,0,12.0,93.0,79.39,High,1,1,0,0,0.9583331736111377
32,32707.22,6.35,120.0,2.86,2.52,2.76,1.56,3.39,6.84,1.39,37.46,0.58,0.86,0,17.99,1,10.0,89.0,96.8,Low,3,0,1,1,1.2818895619071558
31,30574.8,7.23,104.0,2.99,1.43,2.36,2.37,1.85,7.78,0.88,21.33,0.35,0.86,0,31.78,0,12.0,101.0,5.08,Low,-1,0,0,1,0.9377592063956836
26,27432.79,6.14,61.0,2.33,1.8,3.5,0.87,1.22,6.93,0.34,4.59,1.45,0.81,1,34.97,0,12.0,92.0,59.29,Low,-1,0,1,0,1.2426708073826047
27,53991.2,6.54,56.0,1.16,1.17,1.92,0.77,1.72,7.36,1.21,49.1,1.37,0.83,1,43.48,1,19.0,127.0,84.77,Moderate,3,1,0,0,0.6498469954362392
33,50752.29,9.11,82.0,2.34,2.46,0.49,2.02,3.01,6.78,1.42,41.41,2.71,1.49,1,22.61,0,12.0,87.0,9.67,High,3,0,0,1,0.5806805070603176
18,15947.24,4.36,88.0,2.1,0.97,2.53,1.0,3.07,5.35,1.77,85.67,1.03,0.1,1,17.04,0,19.0,89.0,19.95,Moderate,3,0,1,0,1.2844033751368404
21,15512.89,2.34,107.0,2.03,1.06,1.49,1.9,1.73,6.29,1.18,85.43,1.78,0.81,1,18.23,0,16.0,127.0,61.69,Moderate,-1,1,0,1,1.9572641208272987
35,54106.82,5.51,59.0,1.74,0.6,1.11,0.89,1.64,5.28,0.42,22.77,0.75,1.06,1,20.57,1,16.0,54.0,12.05,High,3,1,0,1,0.6261341876344487
26,28772.49,6.07,66.0,1.76,0.65,2.66,1.76,1.15,8.14,1.22,10.97,1.48,0.55,0,21.22,0,9.0,101.0,14.85,Low,2,0,0,0,0.8352552165971636
30,14985.08,7.02,90.0,2.24,4.12,1.97,1.56,2.39,5.76,1.53,34.27,1.16,0.64,0,30.47,0,9.0,99.0,23.08,Low,2,1,0,0,1.186609517576992
26,37467.07,5.9,58.0,3.2,2.62,2.96,1.21,3.02,5.98,0.4,20.74,2.36,1.22,1,42.23,0,20.0,81.0,18.73,Moderate,1,0,0,1,1.4881353409940101
26,27437.77,4.67,86.0,2.55,1.37,1.35,1.88,1.89,6.95,1.83,41.66,1.26,1.09,0,31.56,0,8.0,100.0,23.43,Moderate,3,1,0,0,1.1284794157431657
31,19752.06,1.79,91.0,3.43,1.08,3.82,1.82,2.34,6.9,0.43,78.05,2.0,0.72,1,17.89,1,17.0,64.0,58.71,High,2,1,0,1,3.0
32,50161.56,7.39,95.0,1.91,3.49,2.5,1.6,2.53,7.58,1.55,84.39,1.23,0.33,1,36.43,1,18.0,60.0,17.1,High,-1,0,1,1,1.069012033963189
23,15570.83,3.52,100.0,3.09,2.98,2.78,1.27,3.39,6.63,0.87,57.21,1.48,1.78,0,28.2,1,14.0,107.0,21.4,High,1,0,1,0,2.514203831192093
21,47156.55,6.77,108.0,2.25,2.15,2.4,2.13,2.7,4.56,0.31,83.93,0.88,1.15,1,32.76,0,9.0,107.0,76.74,High,-1,0,1,1,1.0044311662583212
23,31348.015,5.04,67.0,1.04,2.82,2.18,0.94,3.03,5.74,0.78,21.24,2.86,0.48,1,21.57,0,13.0,31.0,9.31,High,2,0,1,0,1.1984124606324482
32,20669.06,6.68,148.0,1.65,3.37,2.49,1.11,0.74,6.97,0.79,16.23,0.95,1.76,0,5.74,0,11.0,103.0,99.93,High,-1,0,0,1,1.124251328704891
34,23099.82,7.42,50.0,1.43,1.4,1.34,1.53,2.19,6.43,1.97,4.47,2.63,1.14,1,31.6,0,13.0,115.0,48.82,Low,1,1,0,1,0.5619945334239174
28,5902.44,4.27,48.0,2.02,0.53,3.36,1.18,0.71,5.22,0.9,56.48,0.91,0.58,1,44.93,0,8.0,80.0,80.83,Low,2,0,1,1,1.384074617312736
18,18993.23,3.47,72.0,1.15,3.36,2.57,1.94,4.28,5.78,2.03,10.84,1.24,0.9,1,19.21,0,10.0,87.0,47.18,Low,1,0,1,1,2.0403452333299037
23,30673.21,6.05,71.0,2.86,2.03,1.18,1.32,2.24,6.63,0.71,8.27,1.42,0.49,0,19.27,1,16.0,111.0,67.03,Low,-1,0,1,1,1.0033056192883274
22,31348.015,4.48,101.0,1.28,1.67,2.56,1.63,5.26,5.56,1.07,80.36,1.39,1.17,1,6.18,0,19.0,148.0,83.4,Low,1,1,0,0,1.2299104397521339
29,39515.78,4.48,97.0,1.32,3.52,1.01,1.89,3.46,6.29,0.4,0.04,0.97,0.55,0,53.94,0,16.0,120.0,10.05,Moderate,0,1,0,1,1.3058032799546249
20,12205.07,5.43,112.0,2.58,0.63,2.61,1.43,2.19,6.17,0.09,68.02,2.51,0.81,1,30.52,0,17.0,83.0,18.45,Low,3,0,1,0,1.071823007030754
28,20194.31,8.55,72.0,3.67,1.99,1.33,1.68,2.29,5.14,0.75,61.16,1.72,1.38,1,17.82,0,20.0,70.0,18.4,Low,0,1,0,0,0.8175437640299692
30,31348.015,5.79,85.0,2.3,1.84,2.58,2.24,1.69,6.17,1.1,79.13,1.83,1.12,0,23.57,1,13.0,95.0,83.97,Low,2,0,1,1,1.160621561205257
33,17864.59,7.33,81.0,2.1,2.79,1.35,2.45,2.06,4.95,0.33,55.7,0.9,0.09,0,26.57,1,14.0,138.0,8.52,High,0,1,0,0,0.8512959275176089
25,36770.93,4.6,103.0,1.99,1.9,2.2,1.31,2.02,7.72,1.38,44.92,2.3,0.58,0,13.9,0,12.0,87.0,73.98,Moderate,-1,0,1,0,1.32391275567114
21,3503.47,3.49,98.0,1.57,0.07,2.98,0.95,2.17,6.11,0.54,64.74,3.24,1.17,1,14.74,1,11.0,151.0,28.38,Low,1,0,0,1,1.323781855649898
32,26383.22,6.46,91.0,0.82,1.67,1.69,1.73,2.22,6.85,0.7,49.65,1.66,0.77,0,15.05,1,9.0,113.0,72.13,High,3,0,0,1,0.6470587233655226
22,38122.85,7.11,32.0,1.19,0.27,2.53,1.01,1.59,5.72,1.1,92.88,1.42,1.06,1,23.36,0,14.0,112.0,27.0,Low,2,0,1,0,0.5611813556706954
35,13021.78,6.61,94.0,2.1,1.61,0.32,1.99,2.49,5.56,0.57,12.01,2.51,1.06,1,28.4,0,14.0,128.0,47.62,High,3,0,1,0,0.6096822073098023
25,46588.45,9.98,63.0,1.23,0.99,2.38,1.99,2.18,6.77,1.43,80.98,2.1,0.56,1,40.11,0,11.0,93.0,70.56,High,2,0,0,0,0.46092179750282586
18,46995.24,7.01,78.0,1.44,2.51,1.34,1.75,0.09,6.63,1.54,34.04,1.48,0.5,1,38.82,1,19.0,111.0,87.76,Moderate,2,0,0,0,0.7546361263001247
28,61771.09,4.09,63.0,2.26,2.67,2.75,0.72,2.92,5.69,1.09,84.49,1.52,2.06,1,43.39,0,20.0,117.0,12.33,Moderate,3,1,0,0,1.877750152139327
25,2149.33,7.07,48.0,4.92,1.54,2.28,1.57,4.07,6.43,1.19,50.57,2.34,0.12,1,7.74,1,8.0,115.0,91.83,High,1,0,0,1,1.2362091603664553
29,5672.18,2.1,87.0,0.58,2.27,1.82,2.05,2.52,5.78,0.87,60.78,2.3,0.73,0,33.4,0,20.0,43.0,48.92,High,3,1,0,0,2.2238084648531116
29,942.24,5.38,95.0,1.99,1.61,4.93,1.19,1.16,5.98,0.16,94.75,2.33,1.01,0,41.02,1,16.0,82.0,90.79,Low,2,1,0,1,1.5855015640331664
27,18396.34,6.54,93.0,1.35,1.61,2.43,0.55,1.84,8.38,1.0,1.43,1.24,0.81,0,10.12,0,13.0,75.0,67.05,Moderate,1,0,0,1,0.8241588953885481
20,43111.01,3.1,62.0,2.09,1.01,1.83,1.32,2.62,5.85,0.35,52.28,1.29,0.95,0,21.52,1,16.0,100.0,17.96,High,0,1,0,1,1.5903220676380425
32,8883.06,8.28,62.0,2.8,0.18,3.43,0.57,0.28,6.43,0.17,96.1,2.11,1.75,0,13.74,0,12.0,54.0,1.65,High,1,1,0,0,0.774154495875061
29,13439.78,6.43,50.0,2.56,1.66,1.58,1.14,2.41,7.99,0.98,30.06,1.37,0.41,1,24.81,0,14.0,91.0,80.33,Moderate,2,1,0,1,0.9020216326560446
34,20795.4,8.82,64.0,1.68,3.04,3.87,1.77,1.75,6.43,0.98,31.95,1.9,0.63,0,33.7,1,15.0,48.0,96.75,High,2,0,1,0,0.9739227920722459
26,41416.62,3.79,83.0,0.47,0.51,1.36,1.2,3.98,5.84,0.7,22.74,2.45,1.02,0,14.45,1,11.0,80.0,84.66,High,-1,1,0,0,0.617414085115017
26,48278.83,3.87,67.0,3.28,2.14,1.85,1.45,1.63,7.32,1.02,25.31,0.62,1.4,1,27.42,1,18.0,117.0,21.24,Moderate,3,0,0,0,1.878552486162148
33,23891.17,5.47,73.0,2.7,2.79,1.05,1.66,0.93,8.2,1.16,23.92,0.44,0.09,0,34.56,1,13.0,83.0,52.05,Low,-1,1,0,0,1.1956122128679685
35,24502.9,6.48,97.0,2.63,2.1,0.43,0.96,1.17,5.63,0.73,27.89,1.48,0.57,1,31.34,0,16.0,62.0,3.48,Moderate,-1,1,0,1,0.7962961734110843
31,32638.54,5.98,60.0,0.68,0.1,1.42,0.98,4.44,5.46,0.92,8.64,1.86,1.28,1,19.57,1,10.0,40.0,58.54,Moderate,-1,1,0,1,0.3678929150680744
30,54029.23,4.71,23.0,2.04,2.7,3.66,1.3,1.12,7.24,1.17,16.93,0.31,1.69,1,21.53,0,17.0,126.0,62.49,Low,1,1,0,1,1.783439111796367
22,33629.85,5.91,79.0,2.94,1.95,2.79,2.0,1.96,4.31,0.66,35.33,1.64,1.62,1,26.05,0,16.0,83.0,70.45,High,0,0,1,1,1.2994921659065708
20,36507.44,6.71,92.0,0.85,1.15,4.4,1.38,1.28,5.67,1.03,24.33,1.01,0.2,0,39.48,1,12.0,88.0,72.54,High,2,0,1,1,0.9538001559165192
30,60170.43,2.91,13.0,0.95,1.3,2.67,2.12,1.72,6.76,1.45,81.55,2.87,0.81,0,10.34,1,16.0,71.0,36.24,High,0,1,0,1,1.6907210684807323
31,33010.54,8.07,72.0,1.84,1.24,2.51,1.63,1.23,5.06,1.46,35.92,0.49,1.13,1,25.42,0,9.0,54.0,52.71,Moderate,0,0,0,1,0.6926888856643264
19,41260.56,5.98,67.0,1.96,2.14,1.08,1.77,3.34,6.84,1.72,79.18,2.96,0.28,1,34.08,0,16.0,121.0,29.05,Low,-1,0,0,1,0.8662205909330114
28,54023.67,4.29,79.0,2.07,1.61,2.36,1.35,2.0149999999999997,5.04,1.15,18.05,2.04,0.13,1,22.02,1,14.0,102.0,80.73,High,3,0,0,1,1.4079250797377434
19,35505.96,6.43,61.0,2.18,1.61,3.39,1.64,4.21,5.33,1.25,10.45,2.85,0.35,0,29.16,1,18.0,130.0,51.68,High,2,0,0,0,1.1166405728397242
30,24138.27,6.14,115.0,2.72,2.43,2.02,1.44,2.45,7.44,1.7,96.65,2.7,0.9,0,10.63,1,12.0,45.0,47.46,Low,1,0,1,1,1.1677522528090793
31,39748.31,5.83,82.0,2.58,0.63,1.3,2.5,3.3,7.24,1.47,49.09,2.57,0.96,0,23.27,0,15.0,79.0,9.84,High,-1,0,0,0,0.7735847729700217
19,27778.67,5.56,120.0,1.49,3.04,0.76,1.47,3.34,6.33,1.74,92.1,2.11,0.57,0,21.75,1,18.0,69.0,47.25,Low,0,1,0,1,0.951438677798799
28,29162.35,4.18,67.0,1.04,2.18,2.06,2.36,2.2,7.13,0.98,36.61,0.77,0.85,0,22.02,0,8.0,109.0,99.13,Low,1,1,0,0,1.2631575925460305
22,55396.56,3.82,62.0,0.52,1.0,1.75,1.21,1.68,5.48,0.09,89.55,2.59,1.13,1,23.96,1,10.0,75.0,14.01,High,1,0,0,1,0.8560207183191837
26,32382.66,7.54,104.0,1.72,2.63,3.17,1.84,3.39,7.17,0.54,81.93,2.55,0.81,0,24.89,1,11.0,106.0,55.49,High,-1,0,1,0,0.9973473478319167
26,26215.29,9.16,87.0,0.84,1.55,2.73,1.91,2.4,6.52,1.23,63.33,2.18,1.04,0,26.18,1,8.0,118.0,70.43,Low,1,0,1,0,0.558951904044552
21,29121.84,6.26,87.0,2.06,1.38,2.04,1.01,1.62,5.32,1.28,77.24,1.66,0.01,1,45.41,1,11.0,108.0,93.03,High,3,0,1,0,0.8753992211822331
34,25757.22,6.06,88.0,1.03,1.84,1.2,2.29,1.38,4.9,1.32,81.0,0.04,0.58,0,24.59,1,11.0,98.0,89.25,High,1,0,0,1,0.6716170508882755
18,21467.55,10.13,81.0,3.12,1.03,1.12,2.2,1.46,7.04,1.27,5.52,0.68,1.2,1,41.63,1,11.0,125.0,99.88,High,3,0,1,0,0.5202368686834286
31,29690.78,10.85,97.0,1.18,1.73,2.44,1.54,2.72,5.16,1.03,3.51,1.81,0.61,0,43.52,0,16.0,125.0,80.02,Low,3,1,0,0,0.493087512157833
33,49755.71,4.87,11.0,3.25,2.69,0.77,0.61,2.27,7.71,1.03,0.05,1.48,1.51,1,31.9,1,9.0,47.0,2.99,Moderate,3,1,0,1,1.37782312570367
24,31987.63,6.86,52.0,2.58,1.36,2.085,0.67,1.41,6.84,0.85,99.69,1.18,0.31,1,41.81,0,15.0,111.0,99.41,High,0,0,1,1,0.8782797553528053
28,19753.22,6.43,43.0,1.27,2.26,2.57,1.11,3.37,7.96,0.82,19.02,1.28,0.07,1,11.0,1,8.0,99.0,81.6,Moderate,2,1,0,1,0.9486779240003228
31,25084.03,4.99,88.0,2.26,1.61,1.74,1.72,2.16,7.4,1.36,92.75,1.66,0.21,1,40.23,1,14.0,133.0,91.38,High,2,1,0,0,1.1242482716937332
32,35405.59,9.37,94.0,3.91,0.52,1.72,2.63,2.4,7.52,1.39,74.06,1.43,1.12,1,17.89,0,12.0,142.0,25.41,High,-1,1,0,0,0.6563499833137691
22,39847.78,8.44,104.0,2.02,1.76,0.12,1.89,1.73,6.1,1.32,48.89,0.99,1.15,1,22.66,1,12.0,70.0,32.09,High,0,0,0,0,0.46208525330743455
32,30747.02,6.74,52.0,1.99,3.25,1.68,1.32,3.24,6.27,0.7,45.1,1.85,1.06,0,24.5,1,10.0,102.0,66.79,High,-1,0,0,0,1.026706079123727
25,59149.07,4.29,84.0,2.25,0.54,0.36,0.99,1.57,7.35,1.19,57.08,2.35,0.8,0,29.06,0,13.0,65.0,68.7,Low,3,0,1,1,0.7342655631082603
25,19031.72,4.32,119.0,2.36,1.61,2.95,1.38,2.02,5.97,0.43,72.65,1.05,0.81,0,7.46,0,20.0,115.0,30.7,High,2,1,0,1,1.6018514810528977
23,15221.85,10.86,83.0,1.63,1.41,3.03,1.54,1.96,6.22,0.99,17.11,2.9,1.18,0,32.57,1,17.0,68.0,33.22,Moderate,0,1,0,1,0.5589318085698152
34,30875.75,5.81,65.0,0.41,1.29,1.19,1.53,3.28,5.73,1.22,9.63,2.75,1.58,1,12.68,0,12.0,101.0,22.03,High,2,0,1,0,0.49741815879205525
33,37558.98,6.6,85.0,1.49,0.14,2.9,0.84,1.76,6.79,2.08,88.92,0.28,0.81,1,18.25,0,17.0,103.0,43.54,Low,-1,0,0,0,0.6863635323691617
32,52683.29,4.49,20.0,1.77,0.82,1.35,1.09,1.67,7.85,0.85,52.86,1.48,0.87,0,21.37,1,15.0,107.0,86.8,Moderate,3,0,0,0,0.8775053724932355
31,31259.0,6.68,87.0,4.09,0.96,0.93,1.81,2.86,7.8,1.48,6.95,1.51,0.84,1,26.15,0,15.0,110.0,90.91,Low,1,0,0,0,0.8952094468249331
33,27998.57,8.09,110.0,1.7,0.7,2.085,1.19,1.75,8.17,0.48,35.87,1.9,0.72,1,24.96,1,8.0,146.0,13.82,High,2,0,1,0,0.5543880649705729
22,60401.61,7.34,32.0,2.67,1.37,3.59,0.72,2.03,5.93,1.12,15.64,1.77,1.49,1,22.26,0,15.0,112.0,79.88,Moderate,2,0,0,0,1.0395093951622076
24,31348.015,8.71,92.0,1.3,1.61,0.86,1.45,1.02,7.48,0.93,87.45,1.91,0.25,0,22.76,0,16.0,117.0,70.04,Low,2,1,0,1,0.432835771201404
33,11999.51,2.19,34.0,3.12,0.17,1.14,1.81,2.9,6.72,0.46,0.24,2.87,0.22,0,13.43,1,12.0,96.0,49.24,High,-1,1,0,1,2.022830126561586
28,17531.08,8.64,33.0,3.53,1.61,2.77,1.66,4.98,9.84,0.93,11.53,2.42,0.52,1,26.35,0,14.0,145.0,69.6,Low,1,1,0,0,0.9155091532975518
23,17445.75,6.06,104.0,0.91,1.61,2.15,1.63,2.46,6.35,1.15,47.41,1.09,1.39,0,25.61,0,15.0,111.0,6.04,Moderate,-1,1,0,1,0.7706269355401096
25,16399.54,6.75,90.0,2.1,1.56,2.4,1.27,1.07,8.02,1.24,9.9,-0.0,0.02,1,28.19,1,14.0,162.0,8.19,High,0,1,0,1,0.8977776447736823
23,46035.34,7.4,61.0,1.12,1.82,3.17,1.17,1.49,5.95,0.53,43.12,1.69,0.19,0,12.29,0,11.0,54.0,7.06,High,3,1,0,0,0.8256755640978968
32,39144.46,6.99,85.0,2.59,1.04,0.14,1.46,2.51,6.72,1.14,80.82,1.74,0.33,1,27.2,0,16.0,122.0,82.39,High,3,1,0,0,0.539341839865259
28,28411.9,6.06,137.0,2.03,2.87,3.32,1.36,1.55,5.78,0.68,57.66,2.17,0.81,1,13.23,0,17.0,112.0,60.46,High,2,1,0,0,1.356435419730129
29,45000.44,5.12,58.0,2.02,1.61,2.81,1.46,1.46,6.31,1.75,66.42,0.27,0.64,1,24.85,1,8.0,165.0,78.43,High,-1,0,0,0,1.257812254333544
22,45800.24,6.48,104.0,2.98,2.36,2.13,1.76,1.13,6.45,1.04,44.51,1.54,0.39,1,17.73,1,16.0,105.0,51.81,Low,3,0,1,0,1.1527775998799998
32,11762.25,10.41,57.0,1.16,2.22,2.39,1.78,3.38,7.04,1.06,16.23,1.3,0.52,0,30.31,1,11.0,95.0,47.12,Moderate,-1,0,0,1,0.5542746825864858
34,41334.21,8.82,95.0,0.55,0.44,2.17,2.35,2.0149999999999997,5.98,0.42,39.91,1.2,0.97,1,21.5,0,14.0,37.0,78.85,High,0,0,1,0,0.35827660336999967
20,40741.33,7.69,69.0,3.37,0.44,3.2,1.72,2.74,6.38,0.63,38.0,1.13,0.46,1,38.22,1,11.0,164.0,21.69,Moderate,-1,0,1,0,0.9115733535015144
24,25344.16,4.05,106.0,2.73,0.51,1.54,1.42,1.45,5.75,0.42,72.41,2.28,1.53,1,39.37,0,12.0,57.0,77.09,Low,-1,0,1,1,1.180246622161328
26,21638.85,7.81,111.0,2.42,1.53,0.42,1.35,2.6,6.21,1.13,41.61,1.41,0.73,0,24.7,1,20.0,174.0,16.9,High,2,1,0,0,0.5595389808528834
22,34445.55,4.94,102.0,2.97,1.87,2.41,0.8,1.28,7.06,1.39,15.88,2.09,1.47,0,44.52,1,15.0,72.0,74.27,Low,-1,0,0,1,1.4676110389451336
30,40840.78,7.0,93.0,2.64,3.85,2.3,1.35,0.4,7.44,0.83,93.02,1.63,1.42,0,26.4,0,19.0,132.0,49.95,Moderate,-1,0,0,1,1.255714106326556
28,38796.37,5.84,52.0,2.38,1.61,1.62,1.03,2.12,6.22,0.92,31.48,2.16,0.61,0,23.24,0,17.0,68.0,89.44,High,-1,0,0,0,0.9606162738670765
35,22074.23,8.99,107.0,1.76,1.45,1.58,1.51,2.69,7.1,1.03,75.98,0.42,0.42,0,31.46,1,12.0,94.0,33.5,Low,1,0,0,1,0.532814178774841
25,45093.63,3.43,79.0,3.44,0.2,0.73,1.67,2.29,5.45,0.82,48.15,1.34,0.81,1,37.01,1,11.0,64.0,98.39,High,1,1,0,0,1.2740521066903479
35,39831.71,5.06,92.0,1.64,2.96,2.97,1.89,1.94,5.72,1.35,10.68,1.33,0.83,1,18.81,1,16.0,109.0,3.83,High,-1,0,1,0,1.4960471351685505
18,25348.4,6.98,68.0,0.52,2.81,1.04,0.5,0.96,4.31,0.7,15.77,2.3,0.82,0,37.38,1,13.0,95.0,6.53,Moderate,0,1,0,1,0.6260744088718612
21,19756.22,7.12,99.0,2.84,0.24,2.44,0.45,1.32,7.12,0.77,13.2,1.78,1.07,1,27.15,1,8.0,71.0,11.44,High,-1,0,0,0,0.775280789988653
23,39959.11,7.62,88.0,2.21,0.95,2.81,0.97,2.03,6.07,1.21,0.64,1.26,0.77,0,26.95,1,15.0,129.0,97.76,Moderate,0,0,1,0,0.7834644641122751
27,27484.49,7.67,98.0,3.82,1.89,1.99,2.15,3.02,8.26,1.63,51.32,1.48,0.4,1,11.18,1,19.0,50.0,51.31,Moderate,1,1,0,1,1.003911212006361
21,33921.28,3.03,71.0,1.61,1.59,1.69,0.36,2.61,7.75,1.03,25.52,0.1,0.86,0,25.24,1,15.0,37.0,22.86,Moderate,1,0,0,1,1.6138608535112697
25,49811.87,9.78,117.0,2.32,0.97,2.17,0.42,2.72,5.99,1.35,32.79,2.58,0.65,1,38.83,0,16.0,122.0,40.17,Low,1,1,0,1,0.5582821515048926
25,21119.33,5.36,90.0,1.78,1.6,2.9,1.23,3.74,6.1,0.42,60.45,1.72,0.9,0,27.59,0,12.0,113.0,72.91,High,-1,0,1,1,1.1716415724549303
25,31348.015,8.8,58.0,0.99,1.24,1.85,0.49,1.23,5.2,1.56,74.42,1.89,0.87,0,19.97,0,14.0,148.0,94.51,High,3,0,1,0,0.46363631095041924
30,13103.0,2.97,54.0,1.98,2.43,1.45,1.6,2.12,7.0,2.08,85.97,0.83,0.25,0,38.61,0,16.0,109.0,3.99,High,0,0,1,1,1.9730633087328926
30,18511.5,5.34,88.0,1.62,3.4,3.72,1.48,3.4,7.14,0.4,35.98,0.55,1.44,1,27.65,0,15.0,79.0,33.08,Low,-1,0,0,0,1.6367038133513458
30,34520.6,5.69,107.0,2.97,0.11,2.68,0.65,3.06,5.93,1.48,15.77,1.62,1.18,1,33.42,1,8.0,98.0,85.79,Moderate,1,0,1,0,1.0123021068010356
20,24674.62,7.19,59.0,0.8,0.92,2.6,0.77,1.27,7.64,0.64,42.53,0.9,1.21,1,15.94,1,19.0,88.0,32.05,High,1,1,0,1,0.6008344087852004
34,26069.04,4.19,83.0,3.98,1.12,1.84,1.82,1.54,7.05,0.89,11.61,1.66,0.56,1,30.84,1,11.0,118.0,60.51,High,-1,1,0,0,1.6563241870348
25,70669.79,6.3,87.0,2.58,3.38,3.63,1.58,0.84,6.78,0.88,55.8,2.54,1.12,0,24.39,1,10.0,91.0,20.19,Low,-1,1,0,0,1.5222219805996855
26,13702.59,6.82,87.0,1.36,1.73,1.63,1.86,0.85,5.93,0.44,23.79,1.48,0.38,1,19.75,0,19.0,135.0,93.99,High,0,0,1,0,0.6920820099586494
19,41112.55,5.31,96.0,1.58,1.72,0.45,1.3,1.74,4.17,0.96,14.57,1.67,1.24,0,29.01,1,14.0,165.0,51.28,Moderate,3,1,0,1,0.7062145562684452
32,18877.9,2.21,55.0,0.49,0.37,2.09,1.61,3.47,6.74,0.72,54.05,2.62,0.88,0,17.03,0,14.0,69.0,13.39,Low,1,1,0,1,1.334841024958812
19,66405.96,6.74,87.0,2.65,2.01,2.06,1.61,0.93,6.11,1.4,70.03,0.75,0.71,0,39.61,1,12.0,87.0,34.5,High,1,0,0,1,0.9970324930218853
18,26606.95,5.79,47.0,1.05,2.48,2.4,1.55,1.05,4.88,1.5,9.24,1.55,0.35,1,37.41,1,13.0,36.0,62.09,Low,1,1,0,1,1.024179443146901
33,29670.68,5.05,53.0,2.02,1.72,2.55,1.91,2.0,5.76,1.39,55.37,1.94,0.81,1,19.76,1,18.0,102.0,38.82,High,1,0,0,0,1.2455443078130084
23,14537.66,5.15,71.0,3.04,0.53,2.4,0.88,1.78,5.68,1.31,51.04,1.21,0.23,0,21.4,0,14.0,129.0,87.64,Moderate,-1,0,1,1,1.1592230758790143
29,9931.03,5.09,70.0,1.23,1.82,4.02,1.49,3.2,6.1,1.24,13.95,1.49,1.24,0,7.4,0,8.0,84.0,78.76,High,-1,0,0,0,1.3889977624758816
29,43334.41,6.14,71.0,1.36,1.94,0.49,1.14,4.08,6.55,1.82,44.31,1.27,1.77,1,21.93,0,18.0,90.0,65.47,High,0,1,0,1,0.6172637431166542
18,46652.48,5.72,60.0,0.86,2.39,0.8,1.31,2.74,6.56,1.6,64.25,1.33,1.64,0,23.59,1,9.0,132.0,68.14,High,-1,0,0,0,0.7080418342584206
25,25826.51,4.1,76.0,2.86,1.96,1.6,0.62,2.0149999999999997,6.68,1.41,75.58,1.53,0.23,1,40.57,1,12.0,142.0,16.09,Moderate,-1,1,0,1,1.5658532766211521
27,21614.69,8.15,52.0,3.05,0.75,2.86,2.15,3.15,5.44,0.84,99.41,0.85,0.72,0,31.14,0,20.0,56.0,0.7,Moderate,1,0,0,1,0.8171778138432131
32,16862.73,5.93,65.0,2.05,1.1,1.51,1.23,1.58,6.43,1.32,87.07,1.48,0.43,1,24.01,0,18.0,49.0,46.74,High,2,0,1,1,0.7858346060987174
23,41218.21,7.28,111.0,1.57,1.19,3.05,2.32,1.68,5.54,1.19,97.07,0.73,1.59,0,31.01,0,18.0,69.0,56.39,High,2,0,1,0,0.798076813450987
23,29200.17,1.33,60.0,2.98,0.92,2.35,1.8,0.84,5.94,1.14,28.25,1.72,0.77,0,20.92,1,11.0,134.0,62.12,Low,-1,1,0,0,3.0
26,33313.05,4.45,31.0,4.47,1.94,3.87,2.0,3.45,3.63,0.73,69.37,1.93,0.16,1,31.99,1,19.0,121.0,22.1,High,2,0,1,0,2.3101118404243057
25,12862.18,6.74,101.0,1.31,3.29,3.31,2.6,1.29,5.9,1.03,50.05,1.74,0.57,0,32.69,1,10.0,95.0,20.53,High,0,0,1,0,1.173590330327844
30,12881.81,6.97,61.0,3.32,3.14,1.08,2.04,2.48,8.67,1.44,20.79,2.41,0.74,1,7.16,0,8.0,87.0,21.93,Moderate,0,0,0,0,1.0817788978796417
21,24525.94,4.77,75.0,2.17,0.45,3.07,2.66,2.63,6.51,1.06,56.69,1.39,0.87,0,42.94,0,9.0,99.0,16.41,High,0,1,0,0,1.1928718673224596
35,242.4,5.5,57.0,1.33,2.2,0.3,1.96,1.86,7.69,1.15,77.39,1.75,0.99,0,24.884999999999998,0,10.0,97.0,91.1,High,0,0,0,0,0.6963635097520892
19,34768.23,6.08,48.0,2.39,2.84,2.04,0.75,0.74,5.43,1.23,51.49,1.48,0.25,0,23.4,1,17.0,133.0,12.85,Moderate,-1,0,1,0,1.195723487545479
29,42905.37,7.98,100.0,0.79,1.48,1.27,1.15,2.3,8.28,0.9,1.74,0.9,1.03,0,18.62,1,12.0,53.0,74.35,High,2,0,0,0,0.4436089669662948
